name,moisture,protein,fat,mineral,crude_fibre,carbohydrates,energy,calcium,phosphorus,iron,magnesium,sodium,potassium,copper,manganese,molybdenum,zinc,chromium,sulfur,chlorine,carotene,Thiamine_B1,Riboflavin_B2,Niacin_B3,Pyridoxine_B6_Total,Folic_Acid_Free ,Folic_Acid_total,Vitamin_C,choline,Approx_tot_Ng_per_100,Histidine,Lysine,Tryptophan,Phenylalanine,Methionine,Threonine,Leucine,Isoleucine,Valine,Arginine,Tyrosine,Cystine,Palmitic_acid,Stearic_acid,Arachidic,Behenic,Lignoceric,Total_SFA,Palmitoleic,Oleic,Total_MUFA,linoleic,linolenic,Total_PUFA,oxalic_acid,phytin_p,phytin_phosphorus_percentage,TDF_g,IDF_g,SDF_g
CORN OIL,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,1.7,0,0,0,12.7,0,29.6,29.6,57.4,0,57.4,0,0,0,0,0,0
COTTON SEED OIL,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,1.1,1.3,0,0.1,25.9,0,22.9,22.9,50.9,0,50.9,0,0,0,0,0,0
GROUNDNUT OIL,0.1,0,99.9,0,0,0,899,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,1.7,4.2,2.1,0.3,20.9,1.4,47.9,49.3,29.9,0,29.9,0,0,0,0,0,0
MUSTARD or RAPESEEDOIL,0.1,0,99.9,0,0,0,899,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.9,6.9,0,0,10.7,0.6,8.9,56,18.1,14.5,32.6,0,0,0,0,0,0
OLIVEOIL,0.1,0,99.9,0,0,0,899,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,2.3,0,0,0,14.8,0,74.5,74.5,10,0,10,0,0,0,0,0,0
PALMOIL,0.1,0,99.9,0,0,0,899,0,0,0.1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4.3,0,0,0,46.3,0,43.7,43.7,10,0,10,0,0,0,0,0,0
PALMOLEIN,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,3.5,0,0,0,47.7,0.4,41,41.4,10.3,0.3,10.6,0,0,0,0,0,0
RICEBRAN OIL ,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,2.6,0,0,0,22.1,0,41,41,34.3,1.4,35.7,0,0,0,0,0,0
SAFFLOWER OIL,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,2.1,0.8,0,0,10.7,0,16.7,16.7,73.5,0,73.5,0,0,0,0,0,0
GINGELLYOIL,0.1,0,99.9,0,0,0,899,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,4,0,0,0,13.7,0.1,41.2,41.3,44.5,0,44.5,0,0,0,0,0,0
SOYABEANOIL,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,2.4,0.9,0,0,13.1,0,28.9,28.9,50.7,6.5,57.2,0,0,0,0,0,0
SUNFLOWER OIL,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2.2,0.9,0,0.4,9.1,0,25.1,25.1,66.2,0,66.2,0,0,0,0,0,0
LARD,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,20,0,0,0,46.2,0,45.2,45.2,11,0,11,0,0,0,0,0,0
TALLOW,0.1,0,99.9,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,21.3,0,0,0,54.9,0,40.9,40.9,4.2,0,4.2,0,0,0,0,0,0
SUGAR CANE,0.4,0.1,0,0.1,0,99.4,398,12,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONEY,20.6,0.3,0,0.2,0,79.5,319,5,16,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGGERY (cane),3.9,0.4,0.1,0.6,0,95,383,80,40,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGGERY (coconut palm),10.3,1,0.2,5,0,83.5,340,1638,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGGERY (date palm),9.6,1.5,0.3,2.6,0,86.1,353,363,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGGERY (fan palm),8.6,1,0.1,1.8,0,98.5,359,225,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGGERY (sago palm),9.2,2.3,0.1,3.7,0,84.7,349,1252,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGO,12.2,0.2,0.2,0.3,0,87.1,351,10,10,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACHWAI (Assam),88.2,3,1.8,0.6,0.6,5.8,51,12,100,4.5,51,0,110,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" TODDY, fermented",97.6,0.1,0.3,0.2,0,1.8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" TODDY, sweet",84.7,0.1,0.3,0.7,0,14.3,59,150,10,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEERA,0,0.4,0,0.5,0,10.9,45,0,140,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUGAR CANE JUICE,90.2,0.1,0.2,0.4,0,9.1,39,10,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewer's Yeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32,160,570,0,300,100,350,500,370,460,310,260,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMARANTH SEEDS,10,14.7,1.9,3.1,9.6,60.7,319,510,397,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAMBOO SEEDS,7.8,13.1,1.2,1.1,0.9,75.9,367,37,162,6.4,32,91,0,0.19,0,0,0,0,0,76,0,0.17,0.12,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANTI,11.3,8.3,4.3,1.4,0,74.7,371,14,121,5,0,0,0,0,0,0,0,0,0,0,0,0.35,0.03,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUCK WHEAT,11.3,10.3,2.4,2.3,8.6,65.1,323,64,355,15.5,227,16.2,362,0.17,0,0,0,0,148,6,0,0.9,0.34,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHENOPODIUM ALBUM SEEDS,9.2,14.4,7.3,3.57,0,0,0,300,416,5.3,292,0,0,0.52,2.13,0.067,2.43,0,0,0,0,0.17,0.17,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COWAGE SEED FLOUR,5.3,28.2,7,1.7,2.2,55.6,398,188,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAINCHA SEEDS,10.8,28.1,3.8,3.6,8.6,45.1,327,240,390,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOB'S TEARS,10.8,17.5,6,1.8,0.5,63.4,378,23,408,4.2,0,0,0,0,0,0,0,0,0,0,0,0.31,0.15,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OATMEAL,10.7,13.6,7.6,1.8,3.5,62.8,374,50,380,3.8,0,0,0,0,0,0,0,0,0,0,0,98,0.16,1.1,0,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITTUL FLOUR,13.1,2.4,0.3,2.5,0,81.7,339,130,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOTUS SEED,10,17.2,2.4,3.8,2.6,64,346,36,294,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAKHANA,12.8,9.7,0.1,0.5,0,76.9,347,20,90,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJKEERA SEEDS,9.3,16.5,5.3,3.5,2.7,62.7,364,223,655,17.6,351,0,0,0.63,0,0,0,0,174,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATER LILY SEEDS,10,8.3,1,0.9,4.2,75.6,345,20,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA BEANS,7.8,32.7,18.4,5.1,7.2,0,0,0,0,0,269,0,0,1.04,3.3,0,3,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALMANDI,0,26.1,0,2.18,0,0,0,154,291,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.31,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUTARI,9.6,21.5,0.3,3.5,4.2,60.9,332,302,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAMBOO, tender",88.8,3.9,0.5,1.1,0,5.7,43,20,65,0.1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,0.2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEYLON PASALI,91.2,1.9,0.7,1.9,0,4.3,31,120,16,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIMTI SAG,83.2,3.2,0.7,3.9,2.1,6.9,46,194,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIRIA SAG,89.3,2,0.4,3.8,0.9,3.6,26,50,79,1.6,0,0,0,0,0,0,0,0,0,0,2100,0.01,0.05,0.2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GULCHARNI,91.7,1.3,0.5,1.2,1,4.3,27,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KASINI KEERAT,91.2,1.9,0.7,1.6,0,4.6,33,94,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KATHA SAG,90.6,1.9,0.5,2.3,1.7,3,24,253,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENA SAG,92.2,2.1,0.4,2,0.8,2.5,22,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHESARI LEAVES,84.2,6.1,1,1.1,2.1,5.5,55,160,100,7.3,0,0,0,0,0,0,0,0,0,0,3000,0.01,0.03,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOILA KARHA SAG,87.2,3,0.4,2.8,1.4,5.2,36,330,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KONAR SIG,78.1,3.6,1,2.1,5.5,9.7,62,312,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KORLA LEAVES,82.7,6.1,0.7,1.5,0,9,67,112,122,12.1,0,0,0,0,0,0,0,0,0,0,1764,0.1,0.27,1.7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANAL KEERAI,91.7,2.4,0.4,1,2.2,2.3,22,370,67,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA SAG (lupu),7.2,7.2,4.8,9.5,13.5,57.8,303,1717,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACHUKOTTA,82.6,4.3,0.7,3.3,0,9.1,60,585,45,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEEMLEAVES mature,59.4,7.1,1,3.4,6.2,22.9,129,510,80,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  NEEMLEAVESTender,59.4,11.6,3,2.6,2.2,21.2,158,130,190,25.3,127,72.2,254,0.6,0,0,0,0,96,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACHARISIKEERAI,78.1,4.7,1.7,3.2,0,12.3,83,546,106,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANNAKEERAI,85,3.8,0.6,2.3,2.3,6,45,268,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARWARSAG,80.5,5.4,1.1,3,4.2,5.8,55,531,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASARAIKEERAI,86,1.7,0.4,1.8,2.2,7.9,42,148,25,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 PATUA SAG,81.4,5.1,1.1,2.7,1.6,8.1,63,241,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  POTATOLEAVES,88,4.4,0.9,1.8,1.3,3.6,40,120,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   PULIARAKEERAI,85,4.3,1.5,2,0,7.2,60,116,35,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  PUNNAKUKEERAI,80.6,6.1,0.7,2.5,0,10.1,71,250,38,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  PERANDAI,87.4,1.2,0.3,2,1.8,7.3,37,650,50,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SARAVALLAIKEERAI,91.3,2,0.4,2.2,0.9,3.2,24,100,30,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SARLI SAG,76.9,4,1.1,1.6,1.5,14.9,86,127,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   SEEMAI PONNANGANNI,85.7,3.3,0.8,2.7,0,7.5,50,322,29,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SINDUAR SAG,88,2,0.7,2,1.5,5.8,38,323,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SINDUAR,(wild)",87.4,1.1,0.8,2.6,3.7,4.4,29,104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  SONCHALSAG,86.2,4.3,0.6,2.1,1.2,5.6,45,300,60,19.5,0,680,0,0.39,0,0,0,0,0,0,2490,0,0,0.2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOYA LEAVES,79.5,6,0.5,3.2,0,10.8,72,180,190,8,57,0,0,0.09,0.45,0.439,0,0.012,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET POTATO GREENS,80.7,4.2,0.8,2.2,2.4,9.7,63,360,60,10,0,0,0,0,0,0,0,0,0,0,750,0.07,0.24,1.7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  THOODUVALAI KEERAI,84.7,3.9,0.7,3.8,2.3,4.6,40,334,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEETHI KEERAI,72.2,7.5,0.7,4,2.2,13.4,90,366,62,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VELAIKEERAI,80,6.5,0.8,3.9,0,8.8,68,778,100,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VELLA KEERAI,80.4,5.6,1.9,3.8,0,8.3,73,881,73,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATER CRESS,89.2,2.9,0.2,2.2,0.6,4.9,33,290,140,4.6,0,0,0,0,0,0,0,0,0,0,2803,0.12,0.38,0.8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOKWA,79.6,2.9,0.3,0.8,0.9,15.5,76,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUDHIA,66.5,0.7,0.4,0.9,1.6,29.9,126,200,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BID ROOT,47.7,2.1,0.3,1.1,0.9,47.9,203,11,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CANNA, edible",73,1.1,0.4,1,0.5,24,104,20,25,0.8,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,1.7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHUMBIA,66.7,1.8,0.2,1,1.5,28.8,124,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHURKIA,83.7,1.6,0.1,0.6,1.2,12.8,59,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPIDONG SANGA,91.6,2.2,0.2,1.6,2.7,1.7,17,277,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARMAR,87.4,0.3,0.2,0.7,0,11.4,49,153,13,0.6,0,0,0,0,0,0,0,0,0,0,93,0.04,0.05,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JIPOO SANGA,94.1,0.6,0.1,0.2,0.4,4.6,22,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOTUS ROOT,85.9,1.7,0.1,0.2,0.8,11.3,53,21,74,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
